subject_id,action_id,sequence_dir,frame_index,depth_frame_path,cam_path,smpl_path,purpose
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,50,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000050.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,60,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000060.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,70,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000070.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,80,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000080.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,90,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000090.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,0,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,4,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000004.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,8,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000008.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,12,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000012.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,16,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000016.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,20,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000020.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,24,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000024.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,28,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000028.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,32,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000032.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000449,a000170,data_external/HuMMan/extracted/p000449_a000170,37,data_external/HuMMan/extracted/p000449_a000170/iphone_depth/iphone/000037.png,data_external/HuMMan/extracted/p000449_a000170/cameras.json,data_external/HuMMan/extracted/p000449_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,0,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,15,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000015.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,31,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000031.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,46,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000046.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,62,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000062.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,77,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000077.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,93,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000093.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,108,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000108.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,124,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000124.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000450,a000075,data_external/HuMMan/extracted/p000450_a000075,140,data_external/HuMMan/extracted/p000450_a000075/iphone_depth/iphone/000140.png,data_external/HuMMan/extracted/p000450_a000075/cameras.json,data_external/HuMMan/extracted/p000450_a000075/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,0,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,9,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000009.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,19,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000019.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,28,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000028.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,38,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000038.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,47,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000047.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,57,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000057.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,66,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000066.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,76,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000076.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000451,a000055,data_external/HuMMan/extracted/p000451_a000055,86,data_external/HuMMan/extracted/p000451_a000055/iphone_depth/iphone/000086.png,data_external/HuMMan/extracted/p000451_a000055/cameras.json,data_external/HuMMan/extracted/p000451_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,0,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,14,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000014.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,28,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000028.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,42,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000042.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,56,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000056.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,70,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000070.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,84,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000084.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,98,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000098.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,112,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000112.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000452,a000198,data_external/HuMMan/extracted/p000452_a000198,127,data_external/HuMMan/extracted/p000452_a000198/iphone_depth/iphone/000127.png,data_external/HuMMan/extracted/p000452_a000198/cameras.json,data_external/HuMMan/extracted/p000452_a000198/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,0,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,6,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000006.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,13,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000013.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,19,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000019.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,26,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000026.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,32,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000032.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,39,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000039.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,45,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000045.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,52,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000052.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000453,a000170,data_external/HuMMan/extracted/p000453_a000170,59,data_external/HuMMan/extracted/p000453_a000170/iphone_depth/iphone/000059.png,data_external/HuMMan/extracted/p000453_a000170/cameras.json,data_external/HuMMan/extracted/p000453_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,0,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,5,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000005.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,11,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000011.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,17,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000017.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,22,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000022.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,28,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000028.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,34,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000034.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,39,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000039.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,45,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000045.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000454,a000027,data_external/HuMMan/extracted/p000454_a000027,51,data_external/HuMMan/extracted/p000454_a000027/iphone_depth/iphone/000051.png,data_external/HuMMan/extracted/p000454_a000027/cameras.json,data_external/HuMMan/extracted/p000454_a000027/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,0,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,12,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000012.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,25,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000025.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,38,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000038.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,50,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000050.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,63,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000063.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,76,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000076.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,88,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000088.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,101,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000101.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000455,a000050,data_external/HuMMan/extracted/p000455_a000050,114,data_external/HuMMan/extracted/p000455_a000050/iphone_depth/iphone/000114.png,data_external/HuMMan/extracted/p000455_a000050/cameras.json,data_external/HuMMan/extracted/p000455_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,0,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,3,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000003.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,7,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000007.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,11,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000011.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,14,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000014.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,18,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000018.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,22,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000022.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,25,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000025.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,29,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000029.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000456,a000031,data_external/HuMMan/extracted/p000456_a000031,33,data_external/HuMMan/extracted/p000456_a000031/iphone_depth/iphone/000033.png,data_external/HuMMan/extracted/p000456_a000031/cameras.json,data_external/HuMMan/extracted/p000456_a000031/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,0,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,5,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000005.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,10,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000010.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,15,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000015.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,20,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000020.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,25,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000025.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,30,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000030.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,35,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000035.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,40,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000040.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
p000457,a000029,data_external/HuMMan/extracted/p000457_a000029,46,data_external/HuMMan/extracted/p000457_a000029/iphone_depth/iphone/000046.png,data_external/HuMMan/extracted/p000457_a000029/cameras.json,data_external/HuMMan/extracted/p000457_a000029/smpl_params.npz,sensor_acceptance_and_reconstruction
